0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+02
0.000000000000000000e+00,-2.853172273071863856e+02,-9.270425988992815292e+01
0.000000000000000000e+00,-1.763341492757274125e+02,2.427061346550710539e+02
0.000000000000000000e+00,-1.763377152943435533e+02,-2.427035437828855322e+02
0.000000000000000000e+00,-2.853158651893473348e+02,9.270845199470323905e+01
5.000000000000000000e+00,2.614678381142105934e+01,2.988584040918354390e+02
5.000000000000000000e+00,-2.923112315155764236e+02,-6.748439767714533843e+01
5.000000000000000000e+00,-1.545098586896786799e+02,2.571511298199864655e+02
5.000000000000000000e+00,-1.968197508787494030e+02,-2.264110988092832315e+02
5.000000000000000000e+00,-2.761500542692419913e+02,1.172226408467864616e+02
1.000000000000000000e+01,5.209457388010357448e+01,2.954423046421254071e+02
1.000000000000000000e+01,-2.970805603519082752e+02,-4.175093604934128422e+01
1.000000000000000000e+01,-1.315096492872883687e+02,2.696390404676860157e+02
1.000000000000000000e+01,-2.158038623148276827e+02,-2.083955206092561241e+02
1.000000000000000000e+01,-2.648825648691822039e+02,1.408446904513035065e+02
1.500000000000000000e+01,7.764589093292542543e+01,2.897777003518943388e+02
1.500000000000000000e+01,-2.995889161742870215e+02,-1.569972310316410535e+01
1.500000000000000000e+01,-1.075085673681612661e+02,2.800748256135233873e+02
1.500000000000000000e+01,-2.331455683763412026e+02,-1.887939192518466882e+02
1.500000000000000000e+01,-2.515991497877969323e+02,1.633948219071146752e+02
2.000000000000000000e+01,1.026062731099151364e+02,2.819077024816695598e+02
2.000000000000000000e+01,-2.998172087910922983e+02,1.047097477403886501e+01
2.000000000000000000e+01,-8.268927651169997262e+01,2.883790622600254210e+02
2.000000000000000000e+01,-2.487128875920871280e+02,-1.677554754564089592e+02
2.000000000000000000e+01,-2.364009043071089593e+02,1.847014142955627278e+02
2.500000000000000000e+01,1.267857559433428634e+02,2.718922067472238382e+02
2.500000000000000000e+01,-2.977637007495427497e+02,3.656198183819838476e+01
2.500000000000000000e+01,-5.724066739047318464e+01,2.944885498566849265e+02
2.500000000000000000e+01,-2.623873427092802899e+02,-1.454403052319497078e+02
2.500000000000000000e+01,-2.194034967927983928e+02,2.046023108253973248e+02
3.000000000000000000e+01,1.500003181087808457e+02,2.598074374748816808e+02
3.000000000000000000e+01,-2.934440205588224444e+02,6.237472884328535372e+01
3.000000000000000000e+01,-3.135642019142232328e+01,2.983567912965598339e+02
3.000000000000000000e+01,-2.740648623811997027e+02,-1.220182412919235446e+02
3.000000000000000000e+01,-2.007362883839833216e+02,2.229460529496368792e+02
3.500000000000000000e+01,1.720732819450430213e+02,2.457453674856592727e+02
3.500000000000000000e+01,-2.868910437471334944e+02,8.771276428023659832e+01
3.500000000000000000e+01,-5.233530585803615409e+00,2.999543467889862995e+02
3.500000000000000000e+01,-2.836565732166786233e+02,-9.766754051869567377e+01
3.500000000000000000e+01,-1.805413484722397754e+02,2.395930330619512745e+02
4.000000000000000000e+01,1.928366580841525604e+02,2.298130181232900497e+02
4.000000000000000000e+01,-2.781546426579059812e+02,1.123832494985469168e+02
4.000000000000000000e+01,2.092918953382847391e+01,2.992690579152096007e+02
4.000000000000000000e+01,-2.910894761634366432e+02,-7.257352731468995444e+01
4.000000000000000000e+01,-1.589723734626932412e+02,2.544165569998108083e+02
4.500000000000000000e+01,2.121324239578420645e+02,2.121316447533709209e+02
4.500000000000000000e+01,-2.673013068893768036e+02,1.361984263316988404e+02
4.500000000000000000e+01,4.693262513924043589e+01,2.963061401617244996e+02
4.500000000000000000e+01,-2.963070020775417106e+02,-4.692718316519437849e+01
4.500000000000000000e+01,-1.361935170461054838e+02,2.673038082680682237e+02
5.000000000000000000e+01,2.298137264503362758e+02,1.928358139325006562e+02
5.000000000000000000e+01,-2.544136372662347299e+02,1.589770460568592227e+02
5.000000000000000000e+01,7.257887345919681366e+01,2.910881432270883238e+02
5.000000000000000000e+01,-2.992694422507652803e+02,-2.092369314714470718e+01
5.000000000000000000e+01,-1.123781408843285590e+02,2.781567066446214653e+02
5.500000000000000000e+01,2.457459995444588117e+02,1.720723792707441930e+02
5.500000000000000000e+01,-2.395897171945299817e+02,1.805457488135490678e+02
5.500000000000000000e+01,9.767275014608485151e+01,2.836547794042971873e+02
5.500000000000000000e+01,-2.999542506192410656e+02,5.239039554107836061e+00
5.500000000000000000e+01,-8.770749521721346298e+01,2.868926546336145975e+02
6.000000000000000000e+01,2.598079884550629686e+02,1.499993637817636625e+02
6.000000000000000000e+01,-2.229423661842413651e+02,2.007403829830251993e+02
6.000000000000000000e+01,1.220232747536000204e+02,2.740626213448441604e+02
6.000000000000000000e+01,-2.983562153534269896e+02,3.136189981457583897e+01
6.000000000000000000e+01,-6.236933943239616696e+01,2.934451660851930797e+02
6.500000000000000000e+01,2.718926724554753491e+02,1.267847572266461498e+02
6.500000000000000000e+01,-2.045982812206698327e+02,2.194072544870558943e+02
6.500000000000000000e+01,1.454451242200514400e+02,2.623846715046704503e+02
6.500000000000000000e+01,-2.944874985234600331e+02,5.724607596503992824e+01
6.500000000000000000e+01,-3.655651309630638224e+01,2.977643721976146480e+02
7.000000000000000000e+01,2.819080793736537771e+02,1.026052376044114851e+02
7.000000000000000000e+01,-1.846970725193714316e+02,2.364042964981263992e+02
7.000000000000000000e+01,1.677600432953557288e+02,2.487098065487976726e+02
7.000000000000000000e+01,-2.883775435380263730e+02,8.269457287496983611e+01
7.000000000000000000e+01,-1.046546832176602848e+01,2.998174010507163985e+02
7.500000000000000000e+01,2.897779855592222589e+02,7.764482651947382408e+01
7.500000000000000000e+01,-1.633902010031524412e+02,2.516021506588317038e+02
7.500000000000000000e+01,1.887982011774633122e+02,2.331421009430817151e+02
7.500000000000000000e+01,-2.800728510611957631e+02,1.075137112114229581e+02
7.500000000000000000e+01,1.570522535819481824e+01,2.995886277822446004e+02
8.000000000000000000e+01,2.954424959941869133e+02,5.209348865957093722e+01
8.000000000000000000e+01,-1.408398255876043947e+02,2.648851515816867845e+02
8.000000000000000000e+01,2.083994840333507170e+02,2.158000348809823379e+02
8.000000000000000000e+01,-2.696366251126355564e+02,1.315146014626057820e+02
8.000000000000000000e+01,4.175639223145141443e+01,2.970797935030471990e+02
8.500000000000000000e+01,2.988585001323190227e+02,2.614568604302955634e+01
8.500000000000000000e+01,-1.172175690480734005e+02,2.761522071366806017e+02
8.500000000000000000e+01,2.264147135676643074e+02,1.968155925735370602e+02
8.500000000000000000e+01,-2.571482920446094909e+02,1.545145815078312523e+02
8.500000000000000000e+01,6.748976626130041723e+01,2.923099920461068564e+02
9.000000000000000000e+01,2.999999999979761469e+02,-1.101961530937358791e-03
9.000000000000000000e+01,-9.270321186060739649e+01,2.853175678270220601e+02
9.000000000000000000e+01,2.427067823649307741e+02,1.763332577651253246e+02
9.000000000000000000e+01,-2.427028960566524063e+02,1.763386067930496495e+02
9.000000000000000000e+01,9.270950001776968463e+01,2.853155246502635691e+02
9.500000000000000000e+01,2.988583080473195537e+02,-2.614788157945973524e+01
9.500000000000000000e+01,-6.748332395758271218e+01,2.923114793976383226e+02
9.500000000000000000e+01,2.571516973646531596e+02,1.545089141197938716e+02
9.500000000000000000e+01,-2.264103758484424134e+02,1.968205825318252380e+02
9.500000000000000000e+01,1.172236552017843536e+02,2.761496236845764543e+02
1.000000000000000000e+02,2.954421132860776424e+02,-5.209565909993325050e+01
1.000000000000000000e+02,-4.174984481122936586e+01,2.970807137096554698e+02
1.000000000000000000e+02,2.696395235277818188e+02,1.315086588469017386e+02
1.000000000000000000e+02,-2.083947279160019264e+02,2.158046277928615950e+02
1.000000000000000000e+02,1.408456634183426956e+02,2.648820475159593002e+02
1.050000000000000000e+02,2.897774151406566148e+02,-7.764695534532937415e+01
1.050000000000000000e+02,-1.569862265152252689e+01,2.995889738405689400e+02
1.050000000000000000e+02,2.800752205126521517e+02,1.075075385951574134e+02
1.050000000000000000e+02,-1.887930628590816298e+02,2.331462618535559272e+02
1.050000000000000000e+02,1.633957460812931970e+02,2.515985496034060134e+02
1.100000000000000000e+02,2.819073255858817220e+02,-1.026073086140343946e+02
1.100000000000000000e+02,1.047207606406962910e+01,2.998171703270317039e+02
1.100000000000000000e+02,2.883793659927524118e+02,8.268821723569899973e+01
1.100000000000000000e+02,-1.677545618818292326e+02,2.487135037906778621e+02
1.100000000000000000e+02,1.847022826433248781e+02,2.364002258593365298e+02
1.150000000000000000e+02,2.718917410353037667e+02,-1.267867546583289737e+02
1.150000000000000000e+02,3.656307558509691802e+01,2.977635664478756894e+02
1.150000000000000000e+02,2.944887601114098175e+02,5.723958567324287827e+01
1.150000000000000000e+02,-1.454393414284421908e+02,2.623878769395815880e+02
1.150000000000000000e+02,2.046031167380611748e+02,2.194027452450659439e+02
1.200000000000000000e+02,2.598068864911949163e+02,-1.500012724337742043e+02
1.200000000000000000e+02,6.237580672293835704e+01,2.934437914416705553e+02
1.200000000000000000e+02,2.983569064731097455e+02,3.135532426552244445e+01
1.200000000000000000e+02,-1.220172345946491674e+02,2.740653105773774314e+02
1.200000000000000000e+02,2.229467902936917767e+02,2.007354694560495716e+02
1.250000000000000000e+02,2.457447354235440287e+02,-1.720741846170201654e+02
1.250000000000000000e+02,8.771381808929092472e+01,2.868907215582246408e+02
1.250000000000000000e+02,2.999543660107939900e+02,5.232428791930979983e+00
1.250000000000000000e+02,-9.766649858926437844e+01,2.836569319676733016e+02
1.250000000000000000e+02,2.395936962257375455e+02,1.805404683966699793e+02
1.300000000000000000e+02,2.298123097931431005e+02,-1.928375022332026560e+02
1.300000000000000000e+02,1.123842712168417535e+02,2.781542298493038743e+02
1.300000000000000000e+02,2.992689810359848934e+02,-2.093028881031802158e+01
1.300000000000000000e+02,-7.257245808285092892e+01,2.910897427389238032e+02
1.300000000000000000e+02,2.544171409362278666e+02,1.589714389374254040e+02
1.350000000000000000e+02,2.121308655460375689e+02,-2.121332031594510283e+02
